"Целевая.Цена","Спальни","Ванные","Жилая площадь","Общая площадь","Количество этажей","Вид на воду","Просмотрены ранее","Состояние","Оценка риелтора","Площадь без подвала","Площадь подвала","Год постройки","Год реновации","Широта","Долгота"
"273000","4","3","1990","6180","2","0","0","3","7","1990","0","1990","0","47.3083","-122.36"
"313300","2","1","970","4800","1","0","0","3","6","970","0","1911","1940","47.5754","-122.414"
"450000","3","2.75","1250","892","2","0","0","3","8","1040","210","2010","0","47.5826","-122.387"
"526000","2","1","1450","4500","1.5","0","0","4","7","1450","0","1921","0","47.6739","-122.396"
"1570000","5","4.5","5620","5800","3","0","3","3","11","4700","920","1999","0","47.6482","-122.412"
"970000","4","2.75","3980","9209","2","0","0","3","11","3980","0","2002","0","47.6286","-122.064"
"480000","4","2.5","2700","9700","1","0","0","3","8","1670","1030","1978","0","47.7752","-122.198"
"770000","3","2","2350","5700","1.5","0","0","4","8","1810","540","1939","0","47.639","-122.31"
"225000","2","1","1040","11500","1","0","0","5","7","1040","0","1947","0","47.2791","-122.3"
"472000","5","2.5","2570","7412","2","0","0","3","8","2570","0","2006","0","47.7265","-121.957"
"518500","3","3.5","1590","1102","3","0","0","3","8","1590","0","2010","0","47.6824","-122.347"
"324950","3","1.5","1460","8710","1","0","0","3","7","1460","0","1955","0","47.4561","-122.357"
"549995","3","1","1120","6600","1","0","0","3","7","1120","0","1943","0","47.6712","-122.267"
"337500","5","2","1700","7314","1","0","0","3","7","1000","700","1956","0","47.549","-122.305"
"600000","4","3.5","3270","15160","1","0","2","3","8","1660","1610","1997","0","47.7437","-122.287"
"315000","4","3","2210","4191","2","0","0","3","7","2210","0","2004","0","47.2959","-122.225"
"1330000","4","3.25","2850","4800","2.5","0","0","5","10","2700","150","1905","0","47.6292","-122.312"
"287200","3","3","1850","19966","1","0","0","4","7","1090","760","1992","0","47.3493","-122.034"
"304400","4","2.75","2140","8100","2","0","0","4","7","2140","0","1990","0","47.3075","-122.359"
"353000","3","2.25","1900","3800","2","0","0","3","7","1900","0","2006","0","47.4866","-122.16"
"379000","3","2.5","1530","2913","2","0","0","4","7","1530","0","1986","0","47.6939","-122.184"
"335000","2","2","1420","5185","1","0","0","3","7","1420","0","2004","0","47.3543","-122.022"
"420000","2","2.5","1480","1369","3","0","0","3","7","1480","0","2009","0","47.676","-122.121"
"1150000","4","2.5","2330","30122","1","0","1","3","8","1490","840","1951","0","47.6843","-122.267"
"335000","3","2.75","1990","19991","1","0","0","3","7","1340","650","1977","0","47.7434","-122.106"
"320000","3","1.75","2300","12000","1","0","0","3","8","1770","530","1942","0","47.7599","-122.343"
"607000","4","2.5","2100","8220","1","0","0","4","8","1300","800","1975","0","47.6733","-122.145"
"330000","4","2.5","3504","6000","2","0","0","3","7","3504","0","2006","0","47.3012","-122.285"
"385000","4","3","2740","10925","1","0","0","3","8","1670","1070","1980","0","47.4538","-122.125"
"197000","2","1","770","8636","1","0","0","2","6","770","0","1951","0","47.5075","-122.358"
"570000","3","1","1030","4089","1.5","0","0","3","7","1030","0","1927","0","47.574","-122.385"
"436952","4","2.5","2708","4772","2","0","0","3","9","2708","0","2014","0","47.3413","-122.178"
"379000","3","2.5","1740","30886","2","0","0","3","8","1740","0","1992","0","47.46","-121.707"
"293000","3","1","1020","7650","1","0","0","3","7","1020","0","1940","0","47.7198","-122.352"
"425000","3","2.75","1360","542322","1","0","2","4","7","1140","220","1955","0","47.2069","-122.024"
"500000","4","2","2330","7778","1","0","0","3","7","1230","1100","1961","0","47.7109","-122.323"
"545000","4","1.75","1910","6731","1","0","0","4","7","1210","700","1953","0","47.5693","-122.391"
"677000","4","2","2180","6000","1.5","0","0","3","8","2060","120","1927","0","47.5958","-122.306"
"559950","5","3.5","2450","8193","2","0","0","3","9","2450","0","2005","0","47.7721","-122.241"
"500000","4","1","1160","20100","1","0","0","4","6","820","340","1913","0","47.5175","-122.201"
"1840000","4","3.5","4870","39190","2","0","0","3","12","4870","0","1995","0","47.5447","-122.124"
"265000","3","2.5","1660","5250","2","0","0","4","8","1660","0","1988","0","47.3541","-122.3"
"492450","3","1.75","1540","13002","1","0","0","2","8","1200","340","1984","0","47.6231","-122.044"
"385000","6","4","2700","7416","1","0","0","3","7","1350","1350","1969","0","47.5525","-122.3"
"311000","4","2.25","3340","8000","2","0","0","4","8","3340","0","1973","0","47.317","-122.385"
"625000","4","3.25","4240","25639","2","0","3","3","10","3550","690","1989","0","47.3241","-122.378"
"208500","2","1","880","4814","1","0","0","4","5","880","0","1906","0","47.3107","-121.999"
"889950","5","3.5","3700","7055","2","0","0","3","9","3700","0","2014","0","47.5929","-122.057"
"579000","3","2.5","1990","4040","1.5","0","0","5","8","1390","600","1926","0","47.6867","-122.354"
"358500","3","2.5","2000","8057","1","0","0","3","8","1360","640","1998","0","47.3724","-122.107"
"324950","2","1.5","1230","1516","3","0","0","3","8","1230","0","2000","0","47.7265","-122.314"
"475000","3","2.5","1640","5097","2","0","0","3","7","1640","0","1969","0","47.7522","-122.278"
"330000","3","2.5","1520","3003","2","0","0","3","7","1520","0","2009","0","47.4876","-122.153"
"335000","3","2.5","1700","6698","2","0","0","3","7","1700","0","1997","0","47.3826","-122.028"
"344950","4","1.75","2240","7500","1","0","0","4","7","1120","1120","1956","0","47.7466","-122.34"
"440000","3","1.75","2350","7641","1","0","0","3","7","1510","840","1978","0","47.7307","-122.219"
"244900","1","1","620","8261","1","0","0","3","5","620","0","1939","0","47.5138","-122.364"
"277000","4","3","1960","5160","1","0","0","3","7","1170","790","2001","0","47.5313","-122.36"
"611206","1","1","1940","6300","1","0","3","3","8","1940","0","1963","0","47.5782","-122.4"
"653000","3","2.25","2770","57745","2","0","0","3","8","2770","0","1985","0","47.775","-122.124"
"586000","4","2.25","2130","9000","2","0","0","4","8","2130","0","1965","0","47.5716","-122.159"
"525000","4","2","1540","3740","1","0","0","4","7","770","770","1946","0","47.6886","-122.375"
"325000","3","2","1670","17071","1","0","0","3","7","1100","570","1988","0","47.69","-121.913"
"342000","3","3","1260","1251","2","0","0","3","7","1040","220","2003","0","47.5943","-122.296"
"550120","5","2.5","2620","8050","1","0","0","3","8","1520","1100","1975","0","47.6919","-122.115"
"575000","3","2.5","3240","33661","2","0","0","3","8","3240","0","2001","0","47.4785","-122.095"
"725786","4","2.5","3070","5762","2","0","0","3","10","3070","0","2000","0","47.5847","-122.08"
"1430000","4","2.5","2910","7364","2","0","0","3","10","2910","0","2003","0","47.6906","-122.213"
"605000","4","3.25","2885","33671","2","0","0","4","8","2885","0","1984","0","47.5174","-122.046"
"492000","4","2.5","2550","6382","2","0","0","3","7","2550","0","2007","0","47.5202","-121.87"
"300000","3","2.5","1260","3855","2","0","0","3","8","1260","0","1999","0","47.4908","-122.154"
"809000","4","1.5","1840","4337","2","0","0","4","8","1840","0","1917","0","47.6312","-122.307"
"339000","3","2.25","1970","7210","1","0","0","4","8","1380","590","1978","0","47.3821","-122.171"
"312000","3","2.5","2070","25710","1","0","0","5","6","2070","0","1917","0","47.2032","-121.964"
"1260000","4","2.5","3730","16950","2","0","0","3","10","3730","0","1990","0","47.5678","-122.228"
"477000","3","2.5","1350","2053","3","0","0","3","8","1350","0","2005","0","47.6758","-122.386"
"674950","3","2.75","3510","92347","2","0","0","3","10","3510","0","1990","0","47.3735","-122.018"
"230000","3","1.5","1330","9548","1","0","0","5","7","1330","0","1967","0","47.3675","-122.11"
"285000","3","1.75","2380","6000","1.5","0","0","3","7","1320","1060","1935","0","47.498","-122.222"
"290000","4","2.5","2000","13300","1","0","0","4","7","1200","800","1968","0","47.353","-122.294"
"229950","2","1.5","1160","1848","2","0","0","3","7","1160","0","1972","0","47.7366","-122.176"
"151600","2","1","1060","16988","1","0","0","3","6","1060","0","1954","0","47.4305","-122.157"
"999000","3","2.5","2710","23292","1","0","4","3","9","2080","630","1956","0","47.7608","-122.374"
"527000","4","2.25","2380","5250","1","0","0","4","7","1410","970","1961","0","47.6164","-122.115"
"659950","4","2.75","3510","9400","2","0","0","3","9","3510","0","2014","0","47.4827","-122.131"
"616500","3","2.5","3580","118047","1","0","0","3","9","3240","340","1992","0","47.4453","-121.98"
"704300","4","1.5","1790","4080","1.5","0","0","5","7","1790","0","1928","0","47.5749","-122.291"
"229999","3","1.75","1310","6960","1","0","0","4","7","1310","0","1974","0","47.2761","-122.153"
"815000","3","2.5","2590","21494","2","0","0","4","8","2590","0","1991","0","47.6139","-122.061"
"242000","3","1.75","1310","9645","1","0","0","3","7","1310","0","1979","0","47.4051","-122.29"
"320000","5","3","2970","7000","1","0","0","3","8","1810","1160","1979","0","47.3079","-122.341"
"492000","3","2.5","1690","1479","3","0","0","3","8","1420","270","2005","0","47.6022","-122.311"
"585000","3","1.75","1740","9500","1","0","3","4","8","1150","590","1958","0","47.4919","-122.365"
"275000","3","2.5","1560","4244","2","0","0","3","7","1560","0","2002","0","47.3834","-122.027"
"229950","4","1.75","1300","21000","1","0","0","4","7","1300","0","1969","0","47.3067","-122.285"
"618000","4","2.25","2470","7350","1","0","0","3","7","1600","870","1978","0","47.6936","-122.128"
"269950","4","1","1440","9600","1","0","0","2","7","1440","0","1964","0","47.3168","-122.264"
"560000","3","2.25","2060","31400","2","0","0","3","8","2060","0","1984","0","47.6216","-122.056"
"665000","3","2.25","2580","6000","2","0","0","3","8","1780","800","1925","0","47.5778","-122.289"
"150000","3","1","1320","24684","1","0","0","3","7","1320","0","1979","0","47.4771","-122.322"
"612000","4","2.5","2670","5974","2","0","0","3","8","2670","0","1999","0","47.7122","-122.231"
"280000","3","2.5","1600","7936","2","0","0","3","7","1600","0","1996","0","47.3673","-122.017"
"695000","3","2.75","2590","12063","2","0","0","3","10","2590","0","1993","0","47.5527","-122.12"
"435000","3","1.75","1500","8173","1","0","0","3","7","1500","0","1997","0","47.7293","-122.227"
"288790","4","2","1350","942","3","0","0","3","7","1350","0","2008","0","47.5401","-122.026"
"274500","3","2.25","1720","9000","1","0","0","4","8","1320","400","1969","0","47.3191","-122.383"
"578000","3","1.75","2120","10875","1","0","2","3","8","1540","580","1977","0","47.504","-122.382"
"229900","3","1","1440","11925","1","0","0","3","7","1440","0","1968","0","47.2738","-122.3"
"538500","3","3.5","2500","4270","2","0","0","3","8","2500","0","2000","0","47.536","-121.877"
"1840000","4","3.25","4140","11007","2","0","0","3","10","4140","0","2013","0","47.5707","-122.217"
"283200","4","2.5","1982","6406","2","0","0","3","8","1982","0","2004","0","47.3636","-122.192"
"342000","4","1","1390","9023","1.5","0","0","3","7","1390","0","1955","0","47.7754","-122.296"
"650000","4","2.5","3350","46748","2","0","0","3","10","3350","0","2004","0","47.3432","-122.025"
"515000","5","3.5","2310","5249","2","0","0","3","8","1560","750","2000","0","47.5463","-122.272"
"212000","2","1","1070","7386","1","0","0","3","6","1070","0","1949","0","47.5434","-122.298"
"898000","3","2.5","3530","9753","2","0","0","3","10","3530","0","1997","0","47.5539","-122.103"
"883000","4","2.25","2410","4000","2","0","0","5","8","1650","760","1910","0","47.6727","-122.316"
"285000","5","2.5","2270","6300","2","0","0","3","8","2270","0","1995","0","47.3266","-122.169"
"459000","4","3","1900","9077","2","0","0","3","7","1900","0","1954","2015","47.7684","-122.304"
"575000","2","1.75","1230","5418","1","0","0","3","8","990","240","1949","0","47.6839","-122.376"
"541000","3","1.75","1410","4080","1.5","0","0","4","7","1410","0","1927","0","47.6695","-122.32"
"597326","4","4","3570","8250","2","0","0","3","10","2860","710","2015","0","47.5784","-122.226"
"680000","4","2.5","3030","13068","2","0","0","3","9","3030","0","1978","0","47.6313","-122.172"
"463500","1","1","1090","8750","1","0","0","4","6","1090","0","1924","0","47.54","-122.269"
"330000","3","2.25","1340","4080","1.5","0","0","3","6","1170","170","1907","0","47.5722","-122.291"
"500000","2","1","930","3200","1","0","0","3","7","930","0","1904","0","47.609","-122.314"
"369000","4","2.5","2550","7349","2","0","0","3","9","2550","0","1989","0","47.3059","-122.349"
"746500","4","2.5","3460","9699","2","0","0","3","10","3460","0","1987","0","47.637","-122.04"
"375000","4","2.5","1900","9428","2","0","0","3","8","1900","0","1978","0","47.7628","-122.244"
"593567","3","2.5","1770","3205","2","0","0","3","9","1770","0","2005","0","47.6658","-122.084"
"515000","3","2.5","2130","219978","2","0","0","3","8","2130","0","1986","0","47.7754","-122.032"
"476900","3","1","1240","5758","1.5","0","0","4","6","960","280","1910","0","47.5675","-122.396"
"369000","4","2.5","2370","6557","2","0","0","3","9","2370","0","1998","0","47.423","-122.155"
"615000","4","2.25","2330","7020","1","0","0","4","8","1450","880","1973","0","47.562","-122.139"
"335000","3","2.5","1740","5267","2","0","0","3","7","1740","0","1999","0","47.3777","-122.023"
"484000","4","1.75","2440","16730","1","0","0","3","7","1390","1050","1976","0","47.7406","-122.11"
"535000","3","1.75","1380","3561","1","0","0","4","7","860","520","1925","0","47.6822","-122.399"
"2560000","4","2.5","5300","26211","2","1","2","2","10","4570","730","1923","0","47.661","-122.269"
"325000","3","1.75","1780","13095","1","0","0","4","9","1780","0","1983","0","47.367","-122.152"
"315000","2","1","1080","2674","1","0","0","4","6","720","360","1919","0","47.5595","-122.317"
"469950","5","2.5","2310","8303","1","0","0","3","7","1300","1010","1975","0","47.7212","-122.211"
"740000","4","2.75","2490","17833","2","0","2","3","9","1490","1000","1979","0","47.7206","-122.284"
"484000","1","0","690","23244","1","0","0","4","7","690","0","1948","0","47.6429","-121.955"
"218000","3","2.25","1610","7084","1","0","0","4","8","1280","330","1968","0","47.3146","-122.384"
"233000","3","2","1350","7686","1","0","0","3","7","1350","0","1989","0","47.3609","-122.053"
"255000","3","1","1340","6120","1.5","0","0","4","7","1340","0","1920","0","47.5272","-122.322"
"720000","3","2.5","2520","10012","2","0","0","3","10","2520","0","1987","0","47.6295","-122.051"
"810000","6","2.75","3970","9500","1","0","0","4","10","2180","1790","1970","0","47.5956","-122.178"
"317500","4","2.5","2233","6025","2","0","0","3","7","2233","0","2012","0","47.2599","-122.256"
"285000","3","2.5","1660","6263","2","0","0","3","8","1660","0","2003","0","47.3507","-122.141"
"837700","5","2.75","3010","12611","2","0","0","3","10","3010","0","1994","0","47.696","-122.102"
"335000","3","1","2130","3825","1.5","0","0","3","7","2130","0","1917","0","47.5506","-122.281"
"332000","1","1","960","2640","1","0","0","3","7","760","200","1908","0","47.6223","-122.294"
"335000","2","1","1800","8900","1","0","0","3","6","900","900","1945","0","47.51","-122.323"
"300000","4","2.5","2680","15508","2","0","0","3","8","2680","0","1999","0","47.3025","-122.39"
"2390000","4","4","6330","13296","2","0","2","3","13","4900","1430","2000","0","47.6488","-122.201"
"348000","3","1.5","1330","6768","1","0","0","4","7","1330","0","1952","0","47.7366","-122.319"
"1300000","4","3.5","3590","5334","2","0","2","3","9","3140","450","2006","0","47.6763","-122.267"
"600000","3","3.5","2710","3290","2","0","0","3","8","1650","1060","2006","0","47.5367","-122.072"
"752000","4","1.5","1650","2970","1.5","0","0","3","7","1650","0","1903","0","47.6233","-122.319"
"320000","3","2.5","2130","6969","2","0","0","3","7","2130","0","2003","0","47.3655","-122.027"
"727000","3","2.5","1580","991","3","0","0","3","9","1580","0","2009","0","47.6276","-122.359"
"2500000","4","4","3330","24354","1","0","0","4","10","3330","0","1961","0","47.5708","-122.192"
"383000","3","1.5","1400","14850","1.5","0","0","4","7","1400","0","1910","0","47.4471","-122.464"
"502000","2","1","1570","4704","1.5","0","1","3","8","1570","0","1931","0","47.5256","-122.392"
"550000","3","2","1810","4064","1.5","0","0","3","7","1810","0","1925","0","47.6859","-122.339"
"192500","2","1","950","7692","1","0","0","3","6","950","0","1926","0","47.4909","-122.298"
"603500","3","1.75","2140","7280","1","0","0","3","7","1070","1070","1910","0","47.6993","-122.377"
"402000","4","2.25","2000","3672","2","0","0","5","7","1650","350","1926","0","47.6769","-122.383"
"576000","3","1","1140","5395","1","0","0","4","7","1010","130","1909","0","47.6782","-122.306"
"615000","3","3.5","2710","3326","2","0","0","3","8","1650","1060","2005","0","47.5371","-122.073"
"420850","1","1","960","40946","1","0","0","5","5","960","0","1945","0","47.6951","-121.864"
"348000","3","2.5","2370","7500","1","0","3","3","8","1620","750","1979","0","47.4091","-122.331"
"644500","4","2.5","2990","5342","2","0","0","3","8","2990","0","2004","0","47.6124","-122.009"
"201000","3","1","980","9682","1","0","0","3","7","980","0","1969","0","47.4136","-122.207"
"429000","2","1","1080","3600","1","0","0","3","7","1080","0","1922","0","47.6078","-122.291"
"709950","4","3.25","3910","6293","2","0","0","3","9","3130","780","2006","0","47.5389","-121.86"
"386000","5","2.5","2740","12413","2","0","0","3","7","2740","0","1990","0","47.4199","-122.183"
"787000","3","1.75","1330","7500","1","0","0","3","8","1330","0","1961","0","47.6074","-122.195"
"441000","3","2.75","1910","7280","1","0","0","3","7","1160","750","1979","0","47.7319","-122.224"
"260000","3","1","1190","11120","1","0","0","3","6","1190","0","1947","0","47.5687","-121.898"
"305000","3","1","950","13475","1","0","0","3","7","950","0","1950","0","47.7543","-122.306"
"660000","3","2.5","2390","15669","2","0","0","3","9","2390","0","1991","0","47.7446","-122.193"
"425000","3","2.5","2540","5612","2","0","0","3","9","2540","0","1999","0","47.4965","-122.157"
"412000","3","2.5","1200","813","3","0","0","3","9","1200","0","2010","0","47.5894","-122.315"
"500000","2","1","950","4500","1","0","2","3","7","850","100","1926","0","47.6562","-122.354"
"330000","5","1.75","2100","7347","1","0","0","3","7","1070","1030","1981","0","47.7751","-122.268"
"425000","5","2.75","2110","5120","2","0","0","3","7","1870","240","1947","1983","47.5294","-122.357"
"257500","3","1.75","1530","14087","1","0","0","3","7","1070","460","1979","0","47.3146","-122.043"
"439950","3","2.5","1540","7773","2","0","0","4","8","1540","0","1982","0","47.722","-122.194"
"354950","3","1","970","5922","1.5","0","0","3","7","970","0","1949","0","47.719","-122.321"
"1600000","5","3.25","4320","32840","2","0","0","3","12","4320","0","1990","0","47.5461","-122.122"
"405000","4","2.25","1970","15743","1","0","0","3","7","1370","600","1962","0","47.7673","-122.202"
"279475","2","1","1060","10600","1.5","0","0","3","6","1060","0","1968","0","47.5375","-121.742"
"320000","3","2.25","1650","7047","2","0","0","3","7","1650","0","1994","0","47.3826","-122.027"
"515000","3","1.5","1660","5100","1","0","0","4","7","1210","450","1954","0","47.5345","-122.383"
"1100000","4","3","2880","5500","2","0","0","4","9","1920","960","1926","0","47.6448","-122.317"
"1910000","4","3.5","4210","18564","2","0","0","3","11","4210","0","2001","0","47.6206","-122.225"
"322000","3","1","1230","9660","1","0","0","3","7","1230","0","1968","0","47.6829","-122.06"
"724950","4","2","2270","5760","2","0","0","4","8","2270","0","1909","0","47.5809","-122.39"
"420000","3","2.5","1810","7210","1","0","0","5","7","1210","600","1968","0","47.5067","-122.163"
"300000","6","3","2744","9926","2","0","0","3","7","2744","0","2006","0","47.2773","-122.216"
"672000","3","2.5","2620","21587","2","0","0","3","7","2620","0","1992","0","47.6384","-121.959"
"374950","4","2.5","2090","3777","2","0","0","3","8","2090","0","2012","0","47.3595","-122.042"
"630000","3","2.5","3490","12410","2","0","0","3","8","2590","900","2009","0","47.4714","-122.071"
"318000","3","2.25","1690","12662","1","0","0","5","7","1090","600","1982","0","47.4972","-122.264"
"336000","3","2.5","2110","4549","2","0","0","4","8","2110","0","1989","0","47.3885","-122.154"
"776000","2","2","1990","6180","1","0","0","4","7","1010","980","1941","0","47.6792","-122.303"
"280000","2","1.5","1190","1265","3","0","0","3","7","1190","0","2005","0","47.7274","-122.357"
"437000","3","2.25","1130","1221","2","0","0","3","8","1030","100","2004","0","47.6799","-122.375"
"700000","3","1.75","2010","4905","1","0","0","5","7","1230","780","1912","0","47.6105","-122.309"
"445000","2","2.25","1200","1137","3","0","0","3","7","1200","0","2007","0","47.6715","-122.392"
"980000","4","2.5","3780","10962","2","0","0","3","10","3780","0","1990","0","47.6533","-122.183"
"763776","4","2.5","2750","16139","2","0","0","3","9","2750","0","1989","0","47.5843","-122.06"
"524000","3","1.75","1560","5520","1","0","0","4","6","780","780","1944","0","47.6515","-122.399"
"270000","3","1.5","1230","7500","1","0","0","3","7","1230","0","1962","0","47.4202","-122.331"
"630000","2","1.75","1260","5300","1","0","0","4","7","840","420","1951","0","47.6809","-122.348"
"553000","3","1","1380","6250","1","0","0","4","7","1380","0","1918","0","47.5514","-122.385"
"432000","5","2.75","2060","329903","1.5","0","3","5","7","2060","0","1989","0","47.1776","-121.944"
"159075","4","1.5","1580","6200","1","0","0","3","6","790","790","1944","0","47.4971","-122.24"
"349950","5","3","2257","10117","1","0","0","3","8","1363","894","2005","0","47.4524","-122.284"
"425000","3","2","1500","8086","1","0","0","3","7","1060","440","1981","0","47.5584","-122.081"
"445000","2","1.75","1440","4660","1","0","2","3","8","1440","0","2008","0","47.7092","-122.015"
"575000","3","2","1520","5000","1.5","0","0","3","7","1140","380","1945","0","47.6733","-122.389"
"198000","3","1.5","1430","7347","1","0","0","3","7","820","610","1980","0","47.2927","-122.369"
"567500","3","2.5","2300","7398","2","0","0","3","8","2300","0","2001","0","47.5369","-121.876"
"716500","4","2.5","3290","6465","2","0","0","3","9","3290","0","2002","0","47.5981","-121.976"
"503000","3","2.5","2190","4882","2","0","0","3","9","2190","0","1999","0","47.7641","-122.306"
"415000","6","1","1370","5080","1.5","0","0","3","6","1120","250","1931","0","47.5238","-122.35"
"299950","3","2.5","1870","7942","2","0","0","3","7","1870","0","1990","0","47.342","-122.279"
"230000","3","1","940","10875","1","0","0","3","7","940","0","1957","0","47.5121","-122.168"
"547000","3","2.5","1570","1452","2.5","0","0","3","9","1240","330","2007","0","47.648","-122.396"
"755000","2","2.5","1360","2070","2","0","0","3","8","1360","0","1999","0","47.6423","-122.329"
"605000","4","2.5","2800","10786","1","0","0","3","8","1420","1380","1970","0","47.5959","-122.116"
"423000","4","2.5","2320","4254","2","0","0","3","8","2320","0","2004","0","47.48","-122.137"
"240000","3","2","1220","17652","1","0","0","4","7","1220","0","1980","0","47.4712","-122.1"
"589000","3","2.5","2250","4337","2","0","0","3","8","2250","0","2004","0","47.5908","-122.017"
"260000","6","2","2220","8797","1","0","0","3","7","2220","0","1977","0","47.2977","-122.227"
"420000","5","3","2630","3149","2","0","0","3","8","1670","960","2013","0","47.5065","-122.171"
"625000","3","2.5","3220","6409","2","0","0","3","9","3220","0","2008","0","47.4815","-122.127"
"658500","2","1","1410","5101","1.5","0","0","3","8","1410","0","1927","0","47.6872","-122.333"
"272000","4","2.5","1870","5692","2","0","0","3","7","1870","0","2004","0","47.4334","-122.148"
"540000","3","2.5","2600","23361","1.5","1","4","3","8","2150","450","1912","0","47.4997","-122.379"
"612000","3","2.5","2120","7401","2","0","0","3","8","2120","0","1989","0","47.5781","-122.018"
"267000","3","2.25","2510","9900","1","0","0","3","8","1610","900","1978","0","47.2988","-122.374"
"800000","4","1.5","1790","3952","1.5","0","0","4","8","1790","0","1932","0","47.689","-122.352"
"466950","3","1","1360","3880","1","0","0","3","7","1060","300","1963","0","47.6837","-122.391"
"387000","3","1","1230","9568","1","0","0","5","7","1230","0","1962","0","47.539","-122.179"
"270000","2","1.5","840","867","2","0","0","3","7","840","0","2005","0","47.6955","-122.304"
"346100","3","2.5","1400","2036","2","0","0","3","7","1400","0","2003","0","47.5516","-122.382"
"208000","2","1","960","13438","1","0","0","3","7","960","0","1951","0","47.4745","-122.295"
"525000","2","1.75","1530","3503","1","0","1","4","7","830","700","1916","0","47.6368","-122.371"
"255950","4","1","1500","11050","1","0","0","5","7","1500","0","1964","0","47.4509","-122.088"
"325000","2","1.75","1670","10725","1","0","0","3","7","1670","0","1965","0","47.4893","-122.229"
"281000","3","1.5","1280","974","3","0","0","3","7","1280","0","2003","0","47.7162","-122.293"
"875000","3","1","1220","8119","1","0","0","4","7","1220","0","1955","0","47.6328","-122.236"
"874150","4","3.5","3530","14406","2","0","1","3","10","2570","960","1987","0","47.7073","-122.244"
"352500","3","1.5","1360","7680","1","0","0","3","7","1360","0","1955","0","47.7441","-122.337"
"375000","5","2.5","2100","14858","1","0","0","5","8","2100","0","1970","0","47.4721","-122.123"
"298800","2","1","860","8189","1","0","0","3","6","860","0","1948","0","47.735","-122.306"
"449000","4","2.5","1850","5040","1","0","0","3","7","1230","620","1930","2013","47.5386","-122.373"
"630000","2","1","1050","8382","1","0","0","3","7","1050","0","1959","0","47.5627","-122.221"
"558000","2","2","1580","5750","1","0","0","5","6","790","790","1910","0","47.5668","-122.384"
"480000","5","3.5","3480","12821","2","0","2","3","10","2890","590","2004","0","47.2641","-122.215"
"445838","3","2.5","2250","5692","2","0","0","3","8","2250","0","2000","0","47.5133","-122.379"
"580000","3","2","2040","4800","1","0","0","4","7","1020","1020","1925","0","47.5561","-122.377"
"1280000","5","2.5","3400","9500","2","0","1","4","8","3400","0","1977","0","47.5645","-122.082"
"450000","3","2","1610","4364","2","0","0","3","8","1610","0","1996","0","47.5672","-122.004"
"265000","3","2.75","1120","881","3","0","0","3","8","1120","0","1999","0","47.6914","-122.343"
"375000","4","1.75","2200","7475","1","0","0","5","7","1100","1100","1955","0","47.543","-122.28"
"331500","4","1.75","1700","14756","1","0","0","3","7","850","850","1955","0","47.5762","-122.143"
"392500","3","3.25","1600","1289","3","0","0","3","8","1600","0","1998","0","47.6957","-122.375"
"285000","3","2.25","1680","35127","2","0","0","3","7","1680","0","1987","0","47.3025","-122.067"
"1080000","4","2.75","3160","42733","2","0","0","3","9","3160","0","1995","0","47.6367","-121.958"
"860000","4","2.5","3070","6923","2","0","0","3","9","3070","0","2009","0","47.669","-122.172"
"175000","4","1","1210","6250","1","0","0","3","7","1210","0","1962","0","47.5008","-122.333"
"232500","3","2","1370","9760","1","0","0","4","7","1110","260","1979","0","47.3009","-122.384"
"610000","4","3","2600","29539","1","0","0","3","8","2600","0","1994","0","47.746","-122.231"
"331500","4","1.75","1820","14319","1","0","0","4","7","1820","0","1969","0","47.4757","-122.148"
"417000","3","1","1310","8514","1","0","0","4","7","1310","0","1953","0","47.7502","-122.353"
"409950","2","1.75","1370","5125","1","0","0","5","6","1370","0","1944","0","47.6926","-122.346"
"859990","4","2.75","3520","5500","2","0","0","3","9","3520","0","2014","0","47.6181","-122.056"
"480000","5","2.25","2240","5500","1","0","0","3","7","1490","750","1959","0","47.5305","-122.391"
"1140000","4","3.25","2500","5801","1.5","0","0","3","8","1960","540","1926","0","47.632","-122.29"
"549000","3","1.75","1540","1044","3","0","0","3","8","1540","0","2014","0","47.6765","-122.32"
"640000","2","1","1070","5000","1","0","0","3","7","1070","0","1924","0","47.6666","-122.331"
"530000","3","1","1340","4284","1","0","0","3","7","1080","260","1910","0","47.6633","-122.324"
"245000","3","2.25","1530","12000","1","0","0","3","7","1070","460","1979","0","47.2715","-122.338"
"418000","2","2.5","1500","3608","2","0","0","3","8","1500","0","2005","0","47.5472","-121.994"
"723000","4","3.5","3510","9263","2","0","0","3","10","3510","0","2001","0","47.5413","-121.877"
"905000","4","2.5","3520","12193","2","0","0","4","10","3520","0","1993","0","47.5535","-122.095"
"570000","4","1.75","1860","7700","1","0","0","4","8","1860","0","1964","0","47.626","-122.112"
"485000","4","2.5","2420","10603","1","0","0","5","7","1210","1210","1958","0","47.7397","-122.259"
"1600000","5","3.75","4270","7500","2","0","0","3","10","3210","1060","2014","0","47.6845","-122.207"
"385000","4","1.75","1660","10757","1","0","0","3","7","1000","660","1980","0","47.5071","-122.194"
"372977","3","2.5","1690","1618","2","0","0","3","8","1150","540","2014","0","47.5518","-121.998"
"316500","3","1.75","1460","6360","1","0","2","3","7","1010","450","1979","0","47.5311","-122.353"
"1000000","4","2","3100","8000","1.5","0","0","5","7","2040","1060","1939","0","47.6852","-122.329"
"322500","2","1","1130","8184","1","0","0","3","6","1130","0","1947","0","47.7473","-122.32"
